grupo;snis_grupo;subgrupo;snis_subgrupo;snis_familias_informacao_indicador;snis_informacao_indicador;snis_unidade;codigo_variavel;nome_variavel
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;G12A - População total residente do(s) município(s) com abastecimento de água, segundo o IBGE;[Habitantes];G12A;População total residente do(s) município(s) com abastecimento de água, segundo o IBGE
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;G12B - População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE;[Habitantes];G12B;População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE001 - Quantidade de municípios atendidos com abastecimento de água com delegação em vigor;[Municípios];GE001;Quantidade de municípios atendidos com abastecimento de água com delegação em vigor
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE002 - Quantidade de municípios atendidos com abastecimento de água com delegação vencida;[Municípios];GE002;Quantidade de municípios atendidos com abastecimento de água com delegação vencida
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE003 - Quantidade de municípios atendidos com abastecimento de água sem delegação;[Municípios];GE003;Quantidade de municípios atendidos com abastecimento de água sem delegação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE005 - Quantidade total de municípios atendidos;[Municípios];GE005;Quantidade total de municípios atendidos
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE008 - Quantidade de Sedes municipais atendidas com abastecimento de água;[Sedes];GE008;Quantidade de Sedes municipais atendidas com abastecimento de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE009 - Quantidade de Sedes municipais atendidas com esgotamento sanitário;[Sedes];GE009;Quantidade de Sedes municipais atendidas com esgotamento sanitário
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE010 - Quantidade de Localidades (excluídas as sedes) atendidas com abastecimento de água;[Localidades];GE010;Quantidade de Localidades (excluídas as sedes) atendidas com abastecimento de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE011 - Quantidade de Localidades (excluídas as sedes) atendidas com esgotamento sanitário;[Localidades];GE011;Quantidade de Localidades (excluídas as sedes) atendidas com esgotamento sanitário
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE014 - Quantidade de municípios atendidos com esgotamento sanitário com delegação em vigor;[Municípios];GE014;Quantidade de municípios atendidos com esgotamento sanitário com delegação em vigor
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE015 - Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida;[Municípios];GE015;Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE016 - Quantidade de municípios atendidos com esgotamento sanitário sem delegação;[Municípios];GE016;Quantidade de municípios atendidos com esgotamento sanitário sem delegação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE017 - Ano de vencimento da delegação de abastecimento de água;[Ano];GE017;Ano de vencimento da delegação de abastecimento de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE018 - Ano de vencimento da delegação de esgotamento sanitário;[Ano];GE018;Ano de vencimento da delegação de esgotamento sanitário
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE025 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor;[Municípios];GE025;Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE026 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços;[Municípios];GE026;Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE028 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços;[Municípios];GE028;Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Informações gerais;GE029 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços;[Municípios];GE029;Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN001 - Densidade de economias de água por ligação;[econ./lig.];IN001;Densidade de economias de água por ligação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN002 - Índice de produtividade: economias ativas por pessoal próprio;[econ./empreg.];IN002;Índice de produtividade: economias ativas por pessoal próprio
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN003 - Despesa total com os serviços por m3 faturado;[R$/m³];IN003;Despesa total com os serviços por m3 faturado
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN004 - Tarifa média praticada;[R$/m³];IN004;Tarifa média praticada
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN005 - Tarifa média de água;[R$/m³];IN005;Tarifa média de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN006 - Tarifa média de esgoto;[R$/m³];IN006;Tarifa média de esgoto
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN007 - Incidência da desp. de pessoal e de serv. de terc. nas despesas totais com os serviços;[percentual];IN007;Incidência da desp. de pessoal e de serv. de terc. nas despesas totais com os serviços
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN008 - Despesa média anual por empregado;[R$/empreg.];IN008;Despesa média anual por empregado
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN009 - Índice de hidrometração;[percentual];IN009;Índice de hidrometração
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN010 - Índice de micromedição relativo ao volume disponibilizado;[percentual];IN010;Índice de micromedição relativo ao volume disponibilizado
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN011 - Índice de macromedição;[percentual];IN011;Índice de macromedição
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN012 - Indicador de desempenho financeiro;[percentual];IN012;Indicador de desempenho financeiro
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN013 - Índice de perdas faturamento;[percentual];IN013;Índice de perdas faturamento
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN014 - Consumo micromedido por economia;[m³/mês/econ.];IN014;Consumo micromedido por economia
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN015 - Índice de coleta de esgoto;[percentual];IN015;Índice de coleta de esgoto
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN016 - Índice de tratamento de esgoto;[percentual];IN016;Índice de tratamento de esgoto
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN017 - Consumo de água faturado por economia;[m³/mês/econ.];IN017;Consumo de água faturado por economia
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN018 - Quantidade equivalente de pessoal total;[empregado];IN018;Quantidade equivalente de pessoal total
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN019 - Índice de produtividade: economias ativas por pessoal total (equivalente);[econ./empreg. eqv.];IN019;Índice de produtividade: economias ativas por pessoal total (equivalente)
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN020 - Extensão da rede de água por ligação;[m/lig.];IN020;Extensão da rede de água por ligação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN021 - Extensão da rede de esgoto por ligação;[m/lig.];IN021;Extensão da rede de esgoto por ligação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN022 - Consumo médio percapita de água;[l/hab./dia];IN022;Consumo médio percapita de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN023 - Índice de atendimento urbano de água;[percentual];IN023;Índice de atendimento urbano de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN024 - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;[percentual];IN024;Índice de atendimento urbano de esgoto referido aos municípios atendidos com água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN025 - Volume de água disponibilizado por economia;[m³/mês/econ.];IN025;Volume de água disponibilizado por economia
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN026 - Despesa de exploração por m3 faturado;[R$/m³];IN026;Despesa de exploração por m3 faturado
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN027 - Despesa de exploração por economia;[R$/ano/econ.];IN027;Despesa de exploração por economia
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN028 - Índice de faturamento de água;[percentual];IN028;Índice de faturamento de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN029 - Índice de evasão de receitas;[percentual];IN029;Índice de evasão de receitas
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN030 - Margem da despesa de exploração;[percentual];IN030;Margem da despesa de exploração
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN031 - Margem da despesa com pessoal próprio;[percentual];IN031;Margem da despesa com pessoal próprio
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN032 - Margem da despesa com pessoal total (equivalente);[percentual];IN032;Margem da despesa com pessoal total (equivalente)
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN033 - Margem do serviço da divida;[percentual];IN033;Margem do serviço da divida
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN034 - Margem das outras despesas de exploração;[percentual];IN034;Margem das outras despesas de exploração
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN035 - Participação da despesa com pessoal próprio nas despesas de exploração;[percentual];IN035;Participação da despesa com pessoal próprio nas despesas de exploração
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração;[percentual];IN036;Participação da despesa com pessoal total (equivalente) nas despesas de exploração
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN037 - Participação da despesa com energia elétrica nas despesas de exploração;[percentual];IN037;Participação da despesa com energia elétrica nas despesas de exploração
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX);[percentual];IN038;Participação da despesa com produtos químicos nas despesas de exploração (DEX)
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN039 - Participação das outras despesas nas despesas de exploração;[percentual];IN039;Participação das outras despesas nas despesas de exploração
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN040 - Participação da receita operacional direta de água na receita operacional total;[percentual];IN040;Participação da receita operacional direta de água na receita operacional total
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN041 - Participação da receita operacional direta de esgoto na receita operacional total;[percentual];IN041;Participação da receita operacional direta de esgoto na receita operacional total
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN042 - Participação da receita operacional indireta na receita operacional total;[percentual];IN042;Participação da receita operacional indireta na receita operacional total
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN043 - Participação das economias residenciais de água no total das economias de água;[percentual];IN043;Participação das economias residenciais de água no total das economias de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN044 - Índice de micromedição relativo ao consumo;[percentual];IN044;Índice de micromedição relativo ao consumo
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água;[empreg./mil lig.];IN045;Índice de produtividade: empregados próprios por 1000 ligações de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN046 - Índice de esgoto tratado referido à água consumida;[percentual];IN046;Índice de esgoto tratado referido à água consumida
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN047 - Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;[percentual];IN047;Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto;[empreg./mil lig.];IN048;Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN049 - Índice de perdas na distribuição;[percentual];IN049;Índice de perdas na distribuição
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN050 - Índice bruto de perdas lineares;[m³/dia/Km];IN050;Índice bruto de perdas lineares
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN051 - Índice de perdas por ligação;[l/lig./dia];IN051;Índice de perdas por ligação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN052 - Índice de consumo de água;[percentual];IN052;Índice de consumo de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN053 - Consumo médio de água por economia;[m³/mês/econ.];IN053;Consumo médio de água por economia
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN054 - Dias de faturamento comprometidos com contas a receber;[dias];IN054;Dias de faturamento comprometidos com contas a receber
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN055 - Índice de atendimento total de água;[percentual];IN055;Índice de atendimento total de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN056 - Índice de atendimento total de esgoto referido aos municípios atendidos com água;[percentual];IN056;Índice de atendimento total de esgoto referido aos municípios atendidos com água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN057 - Índice de fluoretação de água;[percentual];IN057;Índice de fluoretação de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - água;IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água;[kWh/m³];IN058;Índice de consumo de energia elétrica em sistemas de abastecimento de água
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores operacionais - esgotos;IN059 - Índice de consumo de energia elétrica em sistemas de esgotamento sanitário;[kWh/m³];IN059;Índice de consumo de energia elétrica em sistemas de esgotamento sanitário
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos;[R$/kWh];IN060;Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN061 - Liquidez corrente;;IN061;Liquidez corrente
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN062 - Liquidez geral;;IN062;Liquidez geral
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN063 - Grau de endividamento;;IN063;Grau de endividamento
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN064 - Margem operacional com depreciação;[percentual];IN064;Margem operacional com depreciação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN065 - Margem líquida com depreciação;[percentual];IN065;Margem líquida com depreciação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN066 - Retorno sobre o patrimônio líquido;[percentual];IN066;Retorno sobre o patrimônio líquido
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN067 - Composição de exigibilidades;[percentual];IN067;Composição de exigibilidades
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN068 - Margem operacional sem depreciação;[percentual];IN068;Margem operacional sem depreciação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores de balanço;IN069 - Margem líquida sem depreciação;[percentual];IN069;Margem líquida sem depreciação
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN101 - Índice de suficiência de caixa;[percentual];IN101;Índice de suficiência de caixa
agua-esgoto;Água e Esgotos;agrupamento-agregado;Agrupamento dinâmico de indicadores e informações agregadas por ano de referência;Indicadores econômico-financeiros e administrativos;IN102 - Índice de produtividade de pessoal total (equivalente);[ligações/ empregados];IN102;Índice de produtividade de pessoal total (equivalente)
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG001 - População total atendida com abastecimento de água;[Habitantes];AG001;População total atendida com abastecimento de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG001A - População total atendida com abastecimento de água no ano anterior ao de referência.;[habitante];AG001A;População total atendida com abastecimento de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG002 - Quantidade de ligações ativas de água;[Ligações];AG002;Quantidade de ligações ativas de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG002A - Quantidade de ligações ativas de água no ano anterior ao de referência.;[ligação];AG002A;Quantidade de ligações ativas de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG003 - Quantidade de economias ativas de água;[Economias];AG003;Quantidade de economias ativas de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG003A - Quantidade de economias ativas de água no ano anterior ao de referência.;[economia];AG003A;Quantidade de economias ativas de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG004 - Quantidade de ligações ativas de água micromedidas;[Ligações];AG004;Quantidade de ligações ativas de água micromedidas
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG004A - Quantidade de ligações ativas de água micromedidas no ano anterior ao de referência.;[ligação];AG004A;Quantidade de ligações ativas de água micromedidas no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG005 - Extensão da rede de água;[km];AG005;Extensão da rede de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG005A - Extensão da rede de água no ano anterior ao de referência.;[km];AG005A;Extensão da rede de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG006 - Volume de água produzido;[1.000 m³/ano];AG006;Volume de água produzido
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG007 - Volume de água tratada em ETAs;[1.000 m³/ano];AG007;Volume de água tratada em ETAs
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG008 - Volume de água micromedido;[1.000 m³/ano];AG008;Volume de água micromedido
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG010 - Volume de água consumido;[1.000 m³/ano];AG010;Volume de água consumido
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG011 - Volume de água faturado;[1.000 m³/ano];AG011;Volume de água faturado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG012 - Volume de água macromedido;[1.000 m³/ano];AG012;Volume de água macromedido
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG013 - Quantidade de economias residenciais ativas de água;[Economias];AG013;Quantidade de economias residenciais ativas de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG013A - Quantidade de economias residenciais ativas de água no ano anterior ao de referência.;[economia];AG013A;Quantidade de economias residenciais ativas de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG014 - Quantidade de economias ativas de água micromedidas;[Economias];AG014;Quantidade de economias ativas de água micromedidas
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG014A - Quantidade de economias ativas de água micromedidas no ano anterior ao de referência.;[economia];AG014A;Quantidade de economias ativas de água micromedidas no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG015 - Volume de água tratada por simples desinfecção;[1.000 m³/ano];AG015;Volume de água tratada por simples desinfecção
